status,sport_key,event_time,matchup,market_key,point_A,point_B,shared_point,bet_A_name,bet_A_full,odds_A_american,book_A,link_A,stake_A,bet_B_name,bet_B_full,odds_B_american,book_B,link_B,stake_B,S_sum,ROI_pct,payout,profit
ARB,americanfootball_nfl,2025-10-05T20:06:00Z,Tennessee Titans @ Arizona Cardinals,totals_q1,7.5,7.5,7.5,over,over +7.5,+122,FanDuel,https://sportsbook.fanduel.com/addToBetslip?marketId=42.531402115&selectionId=7017916,45.23,under,under +7.5,-120,DraftKings,https://sportsbook.draftkings.com/event/32225451?outcomes=0OU81551612U750_3,54.77,0.995905,0.4112,100.41,0.41
